,gameidx,move
961,1365,"[0, 0, 3, 1, 3, 3, 3, 0, 0]"
962,1033,"[3, 3, 2, 2, 1, 1, 1, 1, 1, 2, 2]"
963,761,"[2, 2, 1, 1, 1, 1, 1, 2]"
964,2461,"[1, 2, 1, 1, 1, 1, 3, 3]"
965,695,"[2, 2, 0, 0, 0, 0, 0]"
966,617,"[2, 2, 0, 2, 2, 1]"
967,1669,"[1, 1, 1, 1, 1, 2, 2]"
968,2871,"[0, 0, 0, 3, 3, 3, 0, 3, 3]"
969,967,"[3, 1, 1, 1, 1, 2]"
970,2856,"[2, 1, 1, 1, 1]"
971,1266,"[2, 1, 1, 1, 1, 1]"
972,2245,"[2, 2, 2, 2, 2, 0, 0, 0, 0]"
973,1181,"[1, 1, 1, 1, 2, 2, 2, 2, 2]"
974,2608,"[2, 1, 1, 1, 1, 1]"
975,916,[]
976,3120,"[2, 0, 0, 0, 0, 2]"
977,1949,"[0, 0, 0, 0, 3, 3, 3, 3, 3]"
978,2225,"[0, 0, 0, 0, 0, 1]"
979,2625,"[3, 3, 3, 3, 0, 0, 0, 3]"
980,1937,"[2, 2, 2, 2, 1, 2]"
981,571,"[0, 1, 0, 3, 3, 3, 0, 0, 0, 0]"
982,115,"[3, 3, 3, 3, 0, 0, 0]"
983,1345,"[3, 0, 0, 0, 0, 0]"
984,2330,"[3, 3, 1, 1, 1, 1, 1, 3, 3]"
985,2775,"[2, 2, 2, 0, 2]"
986,2442,"[2, 2, 2, 2]"
987,275,"[0, 0, 0, 0, 0]"
988,1425,"[0, 0, 0, 0, 0]"
989,1979,"[0, 2, 0, 0, 0, 0]"
990,3034,"[2, 2, 2, 2, 0, 0]"
991,1718,[]
992,2170,"[3, 3, 3, 2, 1, 1, 1, 1, 1, 2, 0, 2]"
993,2238,"[1, 1, 1, 2, 2, 2, 2, 2]"
994,1511,"[1, 0, 0, 3, 3, 3, 3]"
995,3135,"[1, 1, 1, 1, 1, 3, 3, 3, 3, 3]"
996,814,"[1, 1, 0, 0, 0, 2, 2, 2, 0, 2]"
997,2747,"[3, 3, 1, 3, 3]"
998,2664,"[0, 0, 0, 3, 1, 3, 3, 3, 3]"
999,2079,"[0, 3, 3, 3, 3, 3, 1, 1, 1, 1]"
1000,373,"[0, 0, 0, 2, 0, 0, 2, 2, 2, 2]"
1001,1412,"[2, 0, 2, 2, 2, 2]"
1002,2508,"[3, 3, 3, 3]"
1003,1792,"[1, 1, 1, 1, 2, 2, 2, 2, 2]"
1004,222,"[2, 2, 2, 2, 2]"
1005,2771,"[1, 2, 2, 2, 1, 1, 1, 3]"
1006,815,"[3, 3, 3, 0, 0, 3, 3]"
1007,2798,[]
1008,407,"[0, 0, 0, 0]"
1009,2537,"[2, 1, 1, 1, 1, 1, 3, 3]"
1010,2933,"[0, 0, 3, 3, 3, 3]"
1011,432,"[3, 3, 0, 0, 0, 0, 0]"
1012,1216,"[3, 3, 3, 3, 3, 1]"
1013,3095,"[1, 1, 1, 1, 1, 3, 3, 3, 3]"
1014,1203,"[1, 1, 2, 2, 2, 2, 2]"
1015,2274,"[3, 3, 3, 3, 0]"
1016,1377,"[0, 0, 0, 0, 0, 2, 2]"
1017,1461,"[1, 2, 2, 2, 2, 1]"
1018,1831,"[3, 3, 3, 3, 3, 1]"
1019,328,"[0, 2, 2, 2, 2, 2]"
1020,757,"[1, 1, 3, 3, 3, 3, 3]"
1021,1290,"[2, 2, 2, 2]"
1022,1265,"[1, 3, 3, 3, 3]"
1023,2708,[]
1024,2059,"[1, 1, 1, 1]"
1025,3126,"[0, 0, 0, 0, 0, 2, 2]"
1026,1256,"[0, 0, 0, 0]"
1027,113,"[0, 2, 2, 0, 0, 0, 0, 3, 1, 3, 3, 3]"
1028,3063,"[0, 0, 0, 0, 0, 2, 2, 2, 2]"
1029,774,"[1, 1, 3, 3, 1, 1, 1, 3]"
1030,1102,"[2, 1, 1, 1, 1, 1]"
1031,2503,"[3, 3, 3, 1, 1, 1, 1]"
1032,1799,"[0, 0, 0, 0, 0, 2, 2, 2]"
1033,3018,"[0, 0, 0, 0, 3]"
1034,2709,"[0, 0, 0, 0, 0, 3, 3]"
1035,1484,"[0, 0, 0, 0, 0, 2, 2, 2, 2]"
1036,1250,"[3, 3, 3, 3, 0, 0, 0, 0]"
1037,1938,"[1, 1, 1, 1, 1, 2, 2, 2, 2]"
1038,2177,"[2, 2, 0, 0, 0, 0, 0, 2]"
1039,1525,[]
1040,396,"[2, 3, 0, 0, 0, 2, 1, 3, 0, 2, 1, 0, 0, 0, 3, 3, 3, 3, 3, 1, 2, 2, 2, 1, 3, 1, 2, 2, 2, 3, 3, 3, 3, 3, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1]"
1041,570,"[2, 1, 3, 0, 2, 1, 3, 0, 2, 1, 3, 0, 2, 1, 3, 0, 1, 1, 1, 1, 1, 2, 2, 2, 2]"
1042,1947,"[1, 2, 3, 0, 0, 1, 0, 1, 0, 2, 2, 2, 2, 2, 3, 1, 2]"
1043,776,"[3, 3, 3, 3, 3]"
1044,2992,"[0, 0, 1, 2, 2, 0, 0, 0]"
1045,1797,"[0, 0, 0, 2, 0, 2]"
1046,2188,"[1, 2, 2, 2, 2, 0]"
1047,1647,"[1, 1, 1, 1, 1, 3, 3, 3, 3, 3, 0]"
1048,2058,"[1, 1, 2, 2, 2, 2, 2]"
1049,1953,"[1, 2, 2, 2, 2, 3, 1, 1, 1, 1, 2]"
1050,96,"[3, 1, 1, 1, 1, 1, 2, 2, 2, 2]"
1051,3272,"[1, 3, 3, 3, 3, 3, 1, 1, 1, 1]"
1052,139,"[1, 1, 1, 1, 1, 2]"
1053,377,"[3, 2, 2, 2, 3, 0, 0, 0, 0]"
1054,2951,"[3, 3, 3, 3, 3, 0, 0, 0, 0]"
1055,730,[]
1056,108,"[3, 3, 3, 1, 1, 1, 1, 2, 2]"
1057,2836,"[0, 3, 0, 0, 0, 2]"
1058,1672,"[2, 2, 2, 2, 2, 0, 0]"
1059,1526,"[1, 1, 1, 3, 3, 3, 1]"
1060,1113,"[2, 2, 2, 2]"
1061,666,"[0, 2, 2, 2, 2, 1]"
1062,1418,"[1, 1, 1, 1, 2, 2, 2]"
1063,2617,"[3, 3, 3, 3, 1, 1, 1, 1]"
1064,241,"[0, 0, 0, 0, 2, 2]"
1065,2636,"[2, 1, 1, 1, 1, 3, 1]"
1066,1274,"[2, 1, 1, 1, 1]"
1067,1035,"[1, 1, 3, 3, 3, 3]"
1068,2071,"[2, 2, 2, 1, 1, 1, 1, 1]"
1069,3236,"[2, 2, 2, 2, 0]"
1070,1007,"[0, 3, 3, 3, 3, 0, 0, 0, 0]"
1071,3022,[]
1072,191,"[3, 2, 1, 3, 2, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3]"
1073,1386,"[3, 3, 3, 3, 3, 1, 1, 1, 1]"
1074,605,"[3, 3, 2, 0, 0, 3, 3, 3, 3]"
1075,802,"[1, 1, 3, 3, 1, 1, 1]"
1076,2655,"[2, 0, 0, 0, 3, 3, 3, 3, 0]"
1077,1392,"[3, 3, 3, 3, 1, 1]"
1078,397,"[3, 3, 3, 3, 3, 1, 1, 1, 1, 1]"
1079,1921,"[3, 0, 0, 0, 0, 0, 2]"
1080,1861,"[2, 1, 1, 1, 1, 1]"
1081,2258,"[2, 2, 2, 0, 0, 0, 0]"
1082,425,"[2, 1, 1, 1, 1, 1]"
1083,2149,"[3, 3, 3, 3, 0, 0, 0, 0, 0]"
1084,1009,"[3, 3, 3, 3, 1]"
1085,1099,"[1, 1, 3, 3, 3, 3, 3]"
1086,2861,"[3, 3, 3, 1, 1, 1, 1]"
1087,1067,[]
1088,2964,"[1, 1, 2, 2, 2, 2]"
1089,2426,"[0, 0, 3, 3, 3, 1, 1, 3, 3, 1, 1]"
1090,2913,"[2, 2, 2, 2, 2, 1, 1]"
1091,900,"[1, 1, 1, 1]"
1092,1234,"[2, 2, 0, 2, 2, 1]"
1093,1463,"[3, 3, 3, 0, 0, 0, 0]"
1094,513,"[2, 0, 0, 0, 0]"
1095,461,"[2, 0, 0, 0, 0, 0]"
1096,2770,"[2, 0, 0, 0, 0, 2, 0, 2]"
1097,3085,"[0, 2, 2, 0, 0, 0, 0]"
1098,2190,"[1, 1, 1, 1, 1]"
1099,1871,"[0, 0, 0, 0, 0, 3]"
1100,2060,"[1, 1, 1, 1, 1, 3, 3, 3, 3, 3]"
1101,2288,"[1, 1, 2, 1, 1, 1, 3]"
1102,3137,"[1, 1, 1, 1, 1]"
1103,144,[]
1104,1460,"[2, 3, 1, 1, 0, 2, 2, 2, 3, 1, 2, 1, 2, 2]"
1105,3149,"[2, 2, 2, 2, 1, 1, 1, 2]"
1106,2840,"[2, 2, 2, 2, 0, 0, 0, 0]"
1107,61,"[2, 3, 3, 3, 1, 1, 1, 1]"
1108,3135,"[2, 2, 1, 1, 1, 2, 2, 2]"
1109,3176,"[3, 3, 3, 1, 1, 1, 1, 3]"
1110,900,"[2, 0, 0, 0, 0, 0, 2, 2, 2, 2]"
1111,1541,"[0, 0, 0, 0, 3, 3, 3]"
1112,3147,"[0, 0, 0, 0, 3, 3, 3, 3, 3]"
1113,714,"[0, 0, 0, 0, 2]"
1114,1789,"[0, 0, 0, 0, 3, 3]"
1115,980,"[2, 2, 0, 0, 0, 0, 0]"
1116,1261,"[2, 2, 1, 1, 1, 1, 1]"
1117,1942,"[0, 2, 0, 0, 0, 0]"
1118,1834,"[3, 1, 1, 1, 1, 2, 1]"
1119,2822,[]
1120,3229,"[0, 3, 3, 0, 3, 3, 0, 2, 2, 2, 0, 3, 3, 3, 0, 2, 2]"
1121,1074,"[2, 1, 3, 1, 1, 2, 1, 3, 1, 2, 2, 0, 2, 2, 2, 1, 3]"
1122,2903,"[0, 3, 3, 3, 0, 2, 0, 3, 3, 3, 1, 1]"
1123,877,"[0, 3, 0, 2, 0, 3, 0, 3, 3, 3, 3, 1, 1, 1, 1, 1, 2, 0, 0, 0, 0]"
1124,3125,"[0, 2, 2, 2, 2, 2, 0, 0]"
1125,2556,"[2, 2, 2, 2, 2, 0]"
1126,176,"[2, 0, 0, 2, 0, 0, 0]"
1127,2917,"[0, 0, 0, 2, 2, 0]"
1128,2895,"[1, 2, 1, 1, 3, 1]"
1129,1238,"[1, 2, 2, 2, 2]"
1130,1559,"[2, 2, 0, 0, 0, 0, 0, 2, 2, 2]"
1131,1841,"[0, 0, 0, 3, 0]"
1132,3159,"[1, 1, 1, 1, 3, 3, 3, 3, 3]"
1133,317,"[0, 2, 2, 2, 1, 2]"
1134,2942,"[1, 2, 2, 2, 2, 2, 1]"
1135,1497,[]
1136,2080,"[2, 2, 2, 2, 2]"
1137,2740,"[2, 0, 2, 2, 2, 2, 1]"
1138,2504,"[2, 2, 2, 2, 0, 0, 0, 0, 0, 3]"
1139,1209,"[2, 0, 2, 2, 2, 2, 1]"
1140,2615,"[3, 3, 3, 3, 3]"
1141,1778,"[0, 3, 3, 0, 3, 3, 0, 3, 0]"
1142,2038,"[2, 2, 0, 0, 0, 0, 0, 1]"
1143,1157,"[2, 0, 0, 2, 2, 2, 2, 1, 1, 3]"
1144,2921,"[3, 3, 3, 3, 3, 1, 1, 1]"
1145,639,"[1, 2, 2, 1, 1, 1, 1, 2, 2, 2]"
1146,3205,"[1, 3, 3, 1, 3, 3, 3, 1]"
1147,1116,"[1, 3, 3, 3, 3, 1]"
1148,1228,"[1, 3, 3, 3, 1, 1, 1, 1]"
1149,2995,"[2, 0, 0, 0, 2, 0]"
1150,2170,"[1, 3, 3, 3, 3, 1]"
1151,100,[]
1152,1009,"[2, 0, 3, 3, 3, 0, 0, 0, 2, 2, 2]"
1153,2587,"[3, 3, 1, 1, 1, 1, 3, 3, 1]"
1154,1523,"[3, 3, 0, 0, 3, 3, 3, 0, 0, 0]"
1155,2618,"[0, 2, 2, 2, 2, 2]"
1156,2353,"[1, 1, 1, 1, 2, 2, 2]"
1157,896,"[2, 1, 2, 2, 2, 2]"
1158,1550,"[2, 1, 1, 1, 1, 1, 2]"
1159,961,"[0, 0, 0, 0, 2, 2, 2, 2]"
1160,1397,"[2, 3, 0, 0, 3, 0, 0]"
1161,3240,"[1, 1, 2, 1, 2, 2, 2]"
1162,1983,"[2, 3, 1, 1, 1, 1]"
1163,990,"[1, 3, 3, 3, 3, 0, 0, 0, 0]"
1164,421,"[2, 3, 3, 0, 0, 0, 0, 0]"
1165,2003,"[0, 0, 1, 2, 2, 2, 2, 2, 1, 1]"
1166,2943,"[0, 1, 0, 0, 0, 0]"
1167,985,[]
1168,1391,"[3, 3, 3, 3, 3, 1, 1, 1]"
1169,2245,"[2, 2, 2, 2, 2]"
1170,3104,"[3, 1, 3, 3, 0, 3]"
1171,1781,"[0, 0, 0, 0]"
1172,955,"[3, 3, 3, 3, 3, 0]"
1173,457,"[0, 3, 3, 1, 1, 1, 1, 1, 3, 3, 3]"
1174,206,"[3, 3, 3, 3, 3, 1, 1]"
1175,606,"[0, 0, 0, 3, 3, 0, 1, 1]"
1176,289,"[2, 2, 1, 1, 1, 1]"
1177,3192,"[3, 3, 3, 3, 3, 1, 1, 1]"
1178,961,"[3, 3, 3, 0, 3, 3, 1, 1, 1, 1, 1, 2, 0]"
1179,886,"[0, 3, 3, 3, 3]"
1180,1674,"[0, 0, 0, 2, 2, 2, 2]"
1181,2164,"[0, 2, 2, 2, 2, 2, 1, 3]"
1182,2209,"[0, 0, 0, 0, 3]"
1183,99,[]
1184,1027,"[3, 3, 3, 3, 0, 0, 0]"
1185,1791,"[2, 2, 2, 2, 2]"
1186,108,"[3, 1, 3, 3, 3]"
1187,1852,"[1, 1, 1, 3, 3, 3, 1]"
1188,1541,"[0, 0, 0, 0, 3]"
1189,2262,"[1, 1, 1, 1, 1, 2]"
1190,2965,"[0, 0, 0, 2, 2, 2, 2, 1, 1, 1]"
1191,1344,"[0, 0, 0, 0, 0, 3, 3, 3, 3]"
1192,2550,"[3, 3, 1, 1, 1, 1, 2]"
1193,1893,"[0, 3, 3, 3, 3, 3, 1, 1, 1]"
1194,2748,"[0, 0, 0, 0, 0, 3, 3]"
1195,971,"[3, 3, 3, 3, 0]"
1196,2536,"[3, 3, 3, 0, 0, 0, 0, 0]"
1197,1755,"[3, 3, 3, 3, 3, 0, 0, 0, 0]"
1198,75,"[1, 1, 1, 1, 2, 2]"
1199,2128,[]
1200,1109,"[2, 2, 2, 1, 1, 1, 1, 1, 3]"
1201,2896,"[2, 2, 2, 2]"
1202,3030,"[1, 0, 0, 0, 0, 0, 1, 2, 2, 1, 2, 2, 0]"
1203,2375,"[2, 2, 2, 2, 1, 1, 1, 1, 1]"
1204,1641,"[3, 3, 3, 3]"
1205,3210,"[2, 2, 2, 2, 2, 0, 0, 0, 0]"
1206,2324,"[2, 0, 0, 0, 0]"
1207,1375,"[2, 2, 2, 2]"
1208,399,"[0, 0, 1, 3, 3, 3, 0, 0, 3]"
1209,449,"[3, 3, 3, 3, 3, 1, 1, 1, 1]"
1210,2880,"[1, 1, 0, 2, 2, 3, 1, 1, 1, 3, 3]"
1211,2662,"[3, 3, 3, 3, 3, 1, 1, 1]"
1212,1018,"[2, 2, 0, 0, 0, 0]"
1213,3052,"[2, 0, 0, 0, 0, 0, 2, 2, 2]"
1214,810,"[1, 3, 3, 3, 3, 3, 0]"
1215,2195,[]
1216,1328,"[3, 2, 2, 1, 1, 1, 1, 3, 0, 3, 0, 0, 0, 1, 1, 3, 3, 3, 1, 1, 0, 1, 2, 2, 0, 0, 0, 2, 0, 1, 1, 1]"
1217,1410,"[2, 1, 1, 1, 1, 1]"
1218,2800,"[2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 1, 3, 3]"
1219,2037,"[0, 0, 1, 3, 3, 3, 3, 3]"
1220,1066,"[1, 1, 1, 1, 1]"
1221,2480,"[1, 1, 3, 3, 1, 3, 1, 1]"
1222,438,"[0, 0, 0, 0, 0, 1, 3, 3]"
1223,2069,"[0, 0, 2, 2, 2, 2, 2, 0, 0]"
1224,3148,"[3, 3, 0, 0, 0, 0, 0]"
1225,26,"[3, 3, 3, 3, 0]"
1226,2333,"[2, 2, 2, 2, 2, 0, 0]"
1227,2641,"[1, 1, 2, 2, 2, 2]"
1228,55,"[1, 1, 1, 1, 2, 2, 2]"
1229,1418,"[0, 0, 0, 0, 2]"
1230,2728,"[0, 0, 0, 3, 3, 3, 3, 3, 2, 1]"
1231,3080,[]
1232,2067,"[2, 2, 2, 1, 2, 2, 0]"
1233,513,"[1, 0, 2, 2, 1, 1, 3, 1, 3, 1, 1, 3]"
1234,1626,"[0, 0, 0, 0, 3, 3, 3]"
1235,2435,"[3, 3, 3, 3, 1]"
1236,2089,"[1, 1, 1, 1, 3, 3, 3, 3, 1]"
1237,2069,"[0, 0, 0, 0, 2, 2, 2, 2, 0]"
1238,955,"[0, 0, 0, 0, 2, 2]"
1239,756,"[0, 2, 2, 2, 2, 1]"
1240,2301,"[0, 0, 0, 0, 0, 2, 2]"
1241,931,"[0, 0, 0, 0, 0]"
1242,1223,"[1, 3, 3, 1, 1, 2, 2, 1]"
1243,730,"[2, 2, 2, 2, 2]"
1244,1011,"[2, 3, 3, 3, 2, 0, 0, 0, 0, 0, 3]"
1245,2437,"[0, 0, 0, 0, 0, 3, 3]"
1246,650,"[3, 3, 3, 3, 3, 2, 0, 0, 0, 0]"
1247,1945,[]
1248,111,"[2, 0, 0, 0, 0]"
1249,1608,"[3, 2, 2, 1, 1, 1, 1]"
1250,2589,"[0, 2, 2, 2, 2, 2, 1]"
1251,704,"[3, 3, 3, 3, 1, 1, 1, 1, 2, 2, 2]"
1252,1793,"[3, 1, 1, 1, 1, 3, 3, 3]"
1253,2028,"[0, 2, 2, 2, 2, 1, 1]"
1254,662,"[1, 1, 1, 1, 1, 2]"
1255,1874,"[2, 2, 2, 2, 0]"
1256,355,"[1, 1, 1, 1, 3, 3, 3, 3, 1]"
1257,1219,"[1, 3, 3, 3, 3]"
1258,2251,"[3, 3, 0, 0, 0, 3, 3, 3]"
1259,1049,"[0, 0, 0, 2, 2, 2, 0]"
1260,1123,"[3, 3, 3, 3, 1, 1]"
1261,1996,"[0, 0, 3, 3, 3, 3, 3]"
1262,1634,"[0, 1, 1, 2, 2, 2, 2, 2]"
1263,761,[]
1264,2104,"[2, 0, 0, 0, 0]"
1265,3136,"[0, 0, 2, 2, 0, 0, 0]"
1266,236,"[0, 0, 0, 0, 2]"
1267,2430,"[2, 2, 2, 2, 2]"
1268,1539,"[0, 0, 0, 2, 2, 2, 2, 2, 0, 0]"
1269,2025,"[1, 1, 2, 2, 2, 2, 2, 1]"
1270,1837,"[1, 1, 1, 1, 1, 2, 2, 2, 2]"
1271,1971,"[1, 1, 2, 1, 1, 2]"
1272,706,"[2, 2, 1, 2, 1, 2]"
1273,1404,"[0, 0, 0, 0, 0]"
1274,2535,"[2, 2, 2, 2, 2, 0, 0, 0, 0, 0]"
1275,537,"[1, 2, 2, 2, 2, 3, 0, 0, 0, 2]"
1276,1,"[1, 1, 1, 1, 1, 0, 2, 2, 2]"
1277,2471,"[2, 2, 2, 2, 2, 3, 0, 0, 0, 0, 0]"
1278,1394,"[2, 2, 2, 2, 2, 3, 0, 0, 0]"
1279,1119,[]
1280,2866,"[1, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1]"
1281,2836,"[2, 0, 2, 2, 0, 0, 0, 2]"
1282,2084,"[2, 2, 2, 2, 0, 2, 0, 0, 0]"
1283,677,"[1, 1, 1, 1, 1, 3, 3, 3]"
1284,100,"[0, 0, 0, 0, 3, 3, 3, 3, 3]"
1285,1228,"[3, 1, 3, 3, 0, 0, 0, 0, 3, 3]"
1286,495,"[1, 1, 2, 2, 2, 2, 2]"
1287,3005,"[1, 3, 3, 3, 3, 3, 0, 0, 0, 0, 0]"
1288,2877,"[0, 0, 0, 0, 1, 0, 3, 3, 3, 3, 3, 2, 1]"
1289,3183,"[3, 0, 0, 0, 0, 0, 3]"
1290,1401,"[3, 3, 3, 3, 0, 0, 0, 0, 0]"
1291,2050,"[0, 0, 2, 2, 2, 3, 0, 0, 0, 3, 3]"
1292,2236,"[3, 3, 3, 3, 1, 1, 1, 1, 1, 2]"
1293,1895,"[1, 1, 1, 1, 1, 0, 2, 2, 2]"
1294,2707,"[2, 0, 0, 0, 2, 2, 2, 2]"
1295,693,[]
1296,2081,"[0, 0, 0, 0, 0]"
1297,2349,"[3, 3, 0, 0, 2, 0, 0, 3, 0]"
1298,421,"[2, 1, 1, 1, 1, 3]"
1299,3100,"[2, 2, 1, 2, 1, 1, 1, 1]"
1300,1592,"[0, 0, 0, 0, 2, 2, 2, 2]"
1301,1480,"[1, 3, 3, 3, 3, 3]"
1302,388,"[3, 3, 3, 3]"
1303,1412,"[2, 0, 0, 0, 2, 2, 2, 2]"
1304,2893,"[0, 2, 2, 2, 2, 2, 0, 0, 0]"
1305,2034,"[1, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 3]"
1306,1341,"[3, 0, 0, 0, 0, 0]"
1307,1395,"[3, 0, 0, 3, 3, 3, 1, 1, 1, 1, 3]"
1308,408,"[2, 1, 1, 1, 1, 1]"
1309,686,"[1, 1, 1, 1, 1]"
1310,1193,"[3, 3, 3, 3, 3, 1, 1, 1, 1]"
1311,1391,[]
1312,1347,"[2, 3, 0, 2, 1, 3, 0, 2, 1, 3, 0, 2, 1, 3, 0, 2, 1, 3, 2, 3, 0, 2, 1, 3, 0, 2, 1, 3, 0, 2, 1, 3, 0, 2, 1, 3, 0, 2, 1, 3, 0, 2, 1, 3, 2, 3, 0, 0]"
1313,1285,"[1, 1, 0, 0, 2, 2, 2, 2]"
1314,2455,"[1, 1, 3, 3, 3, 3, 3]"
1315,2067,"[0, 0, 0, 0, 0]"
1316,2077,"[3, 3, 3, 3, 0, 0]"
1317,724,"[1, 1, 1, 1, 2]"
1318,2736,"[3, 3, 3, 3, 3, 0, 0]"
1319,670,"[0, 0, 0, 0, 2, 2, 1, 2, 2, 2, 0]"
1320,81,"[1, 2, 2, 2, 2, 2, 0]"
1321,987,"[3, 3, 0, 2, 0, 0, 0, 3]"
1322,2499,"[0, 0, 3, 3, 3, 3]"
1323,1596,"[2, 2, 2, 1, 1, 1, 1, 2]"
1324,3233,"[2, 2, 2, 2, 0]"
1325,2197,"[2, 2, 2, 2, 2, 0]"
1326,2041,"[3, 3, 0, 3, 3, 3, 1]"
1327,109,[]
1328,2710,"[1, 1, 1, 2, 2, 2, 2, 2]"
1329,761,"[0, 0, 2, 2, 2, 2]"
1330,2637,"[1, 1, 1, 1, 2, 2, 2, 2, 2]"
1331,33,"[2, 2, 2, 2, 0, 0, 0]"
1332,1762,"[2, 2, 2, 2, 0, 0, 0, 0, 3]"
1333,286,"[2, 2, 2, 2, 2, 1, 1, 1, 1]"
1334,310,"[1, 3, 3, 3, 3, 3]"
1335,1407,"[2, 2, 2, 2]"
1336,3081,"[2, 2, 0, 0, 0, 0, 0]"
1337,666,"[0, 0, 0, 3, 3, 3, 3]"
1338,321,"[0, 0, 0, 0, 0, 2, 2, 2]"
1339,284,"[0, 2, 2, 2, 2, 2]"
1340,3244,"[0, 2, 2, 2, 2, 0]"
1341,504,"[2, 2, 1, 1, 2, 2, 0, 2]"
1342,626,"[1, 3, 3, 3, 3, 3, 1]"
1343,918,[]
1344,993,"[0, 0, 0, 2, 2, 2, 2, 0]"
1345,569,"[3, 3, 0, 0, 0, 0, 0]"
1346,1038,"[3, 3, 3, 3, 1]"
1347,1078,"[0, 2, 2, 0, 0, 0, 0, 1, 3, 3, 3, 3]"
1348,2543,"[3, 3, 3, 1, 1, 1, 1]"
1349,2891,"[1, 1, 1, 1, 1, 3, 3]"
1350,591,"[0, 0, 0, 0, 0]"
1351,2387,"[1, 1, 1, 1, 2, 2]"
1352,2674,"[3, 3, 3, 3, 3, 0, 0]"
1353,738,"[3, 3, 3, 0, 0, 0, 0]"
1354,2788,"[3, 1, 1, 1, 1]"
1355,1100,"[1, 1, 1, 3, 3, 3, 3, 1]"
1356,2201,"[3, 3, 1, 1, 1, 1]"
1357,732,"[3, 3, 0, 3, 3, 0, 0, 0]"
1358,524,"[1, 2, 2, 2, 2, 1, 2]"
1359,2096,[]
1360,1419,"[1, 2, 1, 1, 1, 1, 2, 2, 2, 2]"
1361,2512,"[1, 1, 1, 2, 2, 2, 1, 1]"
1362,2858,"[2, 2, 3, 0, 0, 0, 3, 3, 3, 3, 0]"
1363,2049,"[0, 1, 1, 1, 3, 3, 3, 3]"
1364,1857,"[3, 3, 3, 2, 0, 0, 0, 0]"
1365,882,"[1, 1, 1, 1, 3, 3, 3, 3]"
1366,1477,"[2, 2, 2, 2, 0, 0, 0, 0, 3, 3, 1]"
1367,2039,"[1, 0, 3, 3, 0, 3, 3, 0]"
1368,320,"[1, 1, 3, 3, 1, 1, 2, 2, 2, 2, 1]"
1369,250,"[1, 1, 2, 2, 2, 2, 1]"
1370,658,"[0, 0, 0, 0, 3, 3, 0]"
1371,3150,"[2, 0, 2, 2, 2, 2]"
1372,2134,"[0, 3, 3, 3, 3, 3, 0, 0, 0]"
1373,2579,"[1, 1, 1, 1, 3, 3, 3, 1]"
1374,2715,"[1, 1, 1, 1, 2, 2, 2, 2, 2, 1]"
1375,1501,[]
1376,1596,"[1, 1, 2, 1, 1, 1, 2, 2, 2, 2]"
1377,2156,"[0, 0, 0, 0, 0, 3, 3]"
1378,2607,"[1, 0, 2, 2, 2, 2, 0, 0]"
1379,131,"[2, 2, 2, 2, 2, 3, 0, 0, 0]"
1380,1392,"[0, 0, 0, 0, 3, 3, 3]"
1381,2297,"[1, 3, 1, 3, 1, 1, 1]"
1382,1425,"[2, 1, 1, 1, 1, 1]"
1383,3222,"[1, 1, 1, 1, 3, 3]"
1384,2811,"[0, 0, 0, 0]"
1385,2382,"[1, 1, 2, 2, 2, 0, 0, 0, 2]"
1386,3038,"[2, 1, 1, 1, 1, 1, 2, 2, 2, 2]"
1387,604,"[2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 3]"
1388,3270,"[0, 3, 3, 3, 3, 3]"
1389,1325,"[1, 1, 3, 3, 3, 3]"
1390,3198,"[3, 3, 3, 3, 3, 2, 1]"
1391,1756,[]
1392,839,"[1, 3, 3, 3, 3, 3, 1]"
1393,1187,"[2, 3, 2, 1, 1, 1, 1, 1, 2, 2]"
1394,193,"[3, 3, 0, 0, 0, 0, 0]"
1395,1266,"[2, 2, 1, 1, 1, 1, 3, 3]"
1396,2464,"[0, 0, 0, 0, 0, 2, 2, 2, 2]"
1397,3108,"[2, 2, 2, 1, 1, 1, 1]"
1398,2387,"[2, 0, 0, 0, 0, 0, 3, 3, 3]"
1399,3160,"[2, 2, 2, 2, 2]"
1400,118,"[2, 2, 2, 0, 0, 0, 0]"
1401,1631,"[3, 3, 3, 3, 3, 0]"
1402,2225,"[1, 1, 3, 3, 3, 3, 3]"
1403,3176,"[2, 2, 2, 2, 0, 0, 0, 0, 2, 0]"
1404,90,"[3, 3, 3, 3, 3, 1]"
1405,1202,"[1, 1, 1, 2, 2, 1, 1, 2, 2, 2]"
1406,1258,"[3, 3, 3, 3, 3, 0, 0]"
1407,363,[]
1408,810,"[1, 1, 1, 2, 2, 2, 2, 1, 2]"
1409,1516,"[1, 1, 1, 1, 2, 2]"
1410,1163,"[1, 1, 1, 1]"
1411,2167,"[3, 1, 1, 1, 1, 1]"
1412,906,"[1, 1, 1, 1, 1, 2, 2, 2, 2]"
1413,2656,"[2, 2, 1, 1, 1, 1, 1, 3]"
1414,3245,"[2, 2, 2, 2, 2, 1, 1, 1]"
1415,1813,"[2, 2, 2, 2]"
